track_id,label_id,bbox_id,xmin,ymin,xmax,ymax,filename,tray_id
6308,CIRAR,1514011,267,935,918,1636,CIRAR/136813/CIRAR_136813_2022Y01M03D_10H23M36S_img,136813
5700,CIRAR,1479800,1102,575,1125,591,CIRAR/136815/CIRAR_136815_2021Y10M19D_13H05M33S_img,136815
5700,CIRAR,1479801,1103,575,1124,593,CIRAR/136815/CIRAR_136815_2021Y10M19D_17H04M03S_img,136815
5700,CIRAR,1479802,1103,583,1124,601,CIRAR/136815/CIRAR_136815_2021Y10M20D_00H29M41S_img,136815
5700,CIRAR,1479803,1101,586,1122,604,CIRAR/136815/CIRAR_136815_2021Y10M20D_08H29M38S_img,136815
5700,CIRAR,1479804,1102,572,1123,590,CIRAR/136815/CIRAR_136815_2021Y10M20D_12H28M45S_img,136815
5700,CIRAR,1479805,1099,578,1120,596,CIRAR/136815/CIRAR_136815_2021Y10M20D_16H29M08S_img,136815
5700,CIRAR,1479806,1101,584,1123,605,CIRAR/136815/CIRAR_136815_2021Y10M21D_00H57M09S_img,136815
5700,CIRAR,1479807,1102,583,1130,609,CIRAR/136815/CIRAR_136815_2021Y10M21D_18H20M35S_img,136815
5700,CIRAR,1479808,1103,584,1130,624,CIRAR/136815/CIRAR_136815_2021Y10M22D_16H52M50S_img,136815
5700,CIRAR,1479809,1102,591,1128,610,CIRAR/136815/CIRAR_136815_2021Y10M23D_01H13M26S_img,136815
5700,CIRAR,1479810,1108,572,1137,619,CIRAR/136815/CIRAR_136815_2021Y10M23D_13H43M31S_img,136815
5700,CIRAR,1479811,1105,590,1133,622,CIRAR/136815/CIRAR_136815_2021Y10M24D_00H02M57S_img,136815
5700,CIRAR,1479812,1104,562,1144,630,CIRAR/136815/CIRAR_136815_2021Y10M24D_13H08M16S_img,136815
5700,CIRAR,1479813,1101,570,1139,630,CIRAR/136815/CIRAR_136815_2021Y10M24D_17H08M16S_img,136815
5700,CIRAR,1479814,1102,589,1139,625,CIRAR/136815/CIRAR_136815_2021Y10M25D_00H50M29S_img,136815
5700,CIRAR,1479815,1099,566,1141,636,CIRAR/136815/CIRAR_136815_2021Y10M25D_14H31M07S_img,136815
5700,CIRAR,1479816,1099,576,1141,627,CIRAR/136815/CIRAR_136815_2021Y10M25D_18H12M50S_img,136815
5700,CIRAR,1479817,1094,581,1135,647,CIRAR/136815/CIRAR_136815_2021Y10M26D_08H53M00S_img,136815
5700,CIRAR,1479818,1095,570,1142,650,CIRAR/136815/CIRAR_136815_2021Y10M27D_09H21M01S_img,136815
5700,CIRAR,1479819,1099,559,1150,646,CIRAR/136815/CIRAR_136815_2021Y10M27D_13H38M50S_img,136815
5700,CIRAR,1479820,1097,569,1148,649,CIRAR/136815/CIRAR_136815_2021Y10M27D_17H22M10S_img,136815
5700,CIRAR,1479821,1095,591,1146,636,CIRAR/136815/CIRAR_136815_2021Y10M28D_01H01M59S_img,136815
5700,CIRAR,1479822,1100,548,1157,643,CIRAR/136815/CIRAR_136815_2021Y10M28D_15H01M39S_img,136815
5700,CIRAR,1479823,1097,552,1154,648,CIRAR/136815/CIRAR_136815_2021Y10M28D_16H53M05S_img,136815
5700,CIRAR,1479824,1096,593,1150,657,CIRAR/136815/CIRAR_136815_2021Y10M29D_00H18M59S_img,136815
5700,CIRAR,1479825,1099,565,1158,666,CIRAR/136815/CIRAR_136815_2021Y10M29D_08H26M55S_img,136815
5700,CIRAR,1479826,1098,552,1161,661,CIRAR/136815/CIRAR_136815_2021Y10M29D_12H26M49S_img,136815
5700,CIRAR,1479827,1112,583,1175,665,CIRAR/136815/CIRAR_136815_2021Y10M30D_00H54M36S_img,136815
5700,CIRAR,1479828,1105,546,1175,658,CIRAR/136815/CIRAR_136815_2021Y10M30D_13H32M19S_img,136815
5700,CIRAR,1479829,1101,585,1163,658,CIRAR/136815/CIRAR_136815_2021Y10M31D_01H37M37S_img,136815
5700,CIRAR,1479830,1098,531,1176,655,CIRAR/136815/CIRAR_136815_2021Y10M31D_13H05M01S_img,136815
5700,CIRAR,1479831,1097,573,1171,669,CIRAR/136815/CIRAR_136815_2021Y11M01D_00H31M41S_img,136815
5700,CIRAR,1479832,1105,552,1188,672,CIRAR/136815/CIRAR_136815_2021Y11M01D_12H31M12S_img,136815
5700,CIRAR,1479833,1105,552,1188,672,CIRAR/136815/CIRAR_136815_2021Y11M01D_16H31M13S_img,136815
5700,CIRAR,1479834,1102,572,1186,670,CIRAR/136815/CIRAR_136815_2021Y11M02D_01H13M14S_img,136815
5700,CIRAR,1479835,1097,533,1186,674,CIRAR/136815/CIRAR_136815_2021Y11M02D_09H45M54S_img,136815
5700,CIRAR,1479836,1094,524,1181,665,CIRAR/136815/CIRAR_136815_2021Y11M02D_15H24M23S_img,136815
5700,CIRAR,1479837,1097,546,1181,677,CIRAR/136815/CIRAR_136815_2021Y11M03D_00H39M36S_img,136815
5700,CIRAR,1479838,1094,531,1188,670,CIRAR/136815/CIRAR_136815_2021Y11M03D_13H31M36S_img,136815
5700,CIRAR,1479839,1089,537,1184,676,CIRAR/136815/CIRAR_136815_2021Y11M03D_17H24M48S_img,136815
5700,CIRAR,1479840,1103,573,1178,689,CIRAR/136815/CIRAR_136815_2021Y11M04D_01H22M54S_img,136815
5700,CIRAR,1479841,1085,531,1186,688,CIRAR/136815/CIRAR_136815_2021Y11M04D_12H58M30S_img,136815
5700,CIRAR,1479842,1087,531,1179,688,CIRAR/136815/CIRAR_136815_2021Y11M04D_17H21M26S_img,136815
5700,CIRAR,1479843,1089,546,1177,698,CIRAR/136815/CIRAR_136815_2021Y11M05D_00H16M52S_img,136815
5700,CIRAR,1479844,1066,539,1200,693,CIRAR/136815/CIRAR_136815_2021Y11M05D_08H24M38S_img,136815
5700,CIRAR,1479845,1064,524,1210,686,CIRAR/136815/CIRAR_136815_2021Y11M05D_12H24M21S_img,136815
5700,CIRAR,1479846,1094,550,1182,700,CIRAR/136815/CIRAR_136815_2021Y11M06D_00H59M47S_img,136815
5700,CIRAR,1479847,1061,530,1216,686,CIRAR/136815/CIRAR_136815_2021Y11M06D_13H36M26S_img,136815
5700,CIRAR,1479848,1074,547,1180,688,CIRAR/136815/CIRAR_136815_2021Y11M07D_01H34M26S_img,136815
5700,CIRAR,1479849,1042,528,1240,696,CIRAR/136815/CIRAR_136815_2021Y11M07D_13H02M49S_img,136815
5700,CIRAR,1479850,1058,527,1222,698,CIRAR/136815/CIRAR_136815_2021Y11M07D_17H02M20S_img,136815
5700,CIRAR,1479851,1078,541,1198,704,CIRAR/136815/CIRAR_136815_2021Y11M08D_00H29M06S_img,136815
5700,CIRAR,1479852,1022,528,1256,697,CIRAR/136815/CIRAR_136815_2021Y11M08D_13H55M12S_img,136815
5700,CIRAR,1479853,1034,527,1243,696,CIRAR/136815/CIRAR_136815_2021Y11M08D_18H03M35S_img,136815
5700,CIRAR,1479854,1052,533,1230,703,CIRAR/136815/CIRAR_136815_2021Y11M09D_01H27M34S_img,136815
5700,CIRAR,1479855,1012,533,1258,706,CIRAR/136815/CIRAR_136815_2021Y11M09D_08H05M22S_img,136815
5700,CIRAR,1479856,1011,525,1258,705,CIRAR/136815/CIRAR_136815_2021Y11M09D_16H45M20S_img,136815
5700,CIRAR,1479857,1042,530,1246,709,CIRAR/136815/CIRAR_136815_2021Y11M10D_00H58M17S_img,136815
5700,CIRAR,1479858,992,522,1265,698,CIRAR/136815/CIRAR_136815_2021Y11M10D_09H35M58S_img,136815
5700,CIRAR,1479859,993,525,1269,696,CIRAR/136815/CIRAR_136815_2021Y11M10D_13H35M00S_img,136815
5700,CIRAR,1479860,1012,527,1269,700,CIRAR/136815/CIRAR_136815_2021Y11M10D_17H35M53S_img,136815
5700,CIRAR,1479861,1040,540,1267,700,CIRAR/136815/CIRAR_136815_2021Y11M11D_01H32M14S_img,136815
5700,CIRAR,1479862,978,534,1267,690,CIRAR/136815/CIRAR_136815_2021Y11M11D_17H16M47S_img,136815
5700,CIRAR,1479863,1014,536,1265,687,CIRAR/136815/CIRAR_136815_2021Y11M12D_00H50M22S_img,136815
5700,CIRAR,1479864,982,536,1280,685,CIRAR/136815/CIRAR_136815_2021Y11M12D_08H43M49S_img,136815
5700,CIRAR,1479865,971,525,1285,675,CIRAR/136815/CIRAR_136815_2021Y11M12D_12H43M23S_img,136815
5700,CIRAR,1479866,993,532,1274,683,CIRAR/136815/CIRAR_136815_2021Y11M13D_01H26M56S_img,136815
5700,CIRAR,1479867,965,528,1285,687,CIRAR/136815/CIRAR_136815_2021Y11M13D_12H04M35S_img,136815
5700,CIRAR,1479868,995,530,1279,698,CIRAR/136815/CIRAR_136815_2021Y11M14D_00H28M55S_img,136815
5700,CIRAR,1479869,960,518,1291,688,CIRAR/136815/CIRAR_136815_2021Y11M14D_13H23M37S_img,136815
5700,CIRAR,1479870,957,520,1287,690,CIRAR/136815/CIRAR_136815_2021Y11M14D_17H23M03S_img,136815
5700,CIRAR,1479871,976,522,1297,695,CIRAR/136815/CIRAR_136815_2021Y11M15D_01H03M28S_img,136815
5700,CIRAR,1479872,957,517,1302,691,CIRAR/136815/CIRAR_136815_2021Y11M15D_12H48M40S_img,136815
5700,CIRAR,1479873,951,519,1296,694,CIRAR/136815/CIRAR_136815_2021Y11M15D_16H48M11S_img,136815
5700,CIRAR,1479874,953,521,1298,695,CIRAR/136815/CIRAR_136815_2021Y11M16D_01H38M26S_img,136815
5700,CIRAR,1479875,956,502,1295,703,CIRAR/136815/CIRAR_136815_2021Y11M16D_08H14M03S_img,136815
5700,CIRAR,1479876,950,481,1295,703,CIRAR/136815/CIRAR_136815_2021Y11M16D_12H13M53S_img,136815
5700,CIRAR,1479877,947,519,1293,698,CIRAR/136815/CIRAR_136815_2021Y11M16D_16H13M43S_img,136815
5700,CIRAR,1479878,954,523,1299,708,CIRAR/136815/CIRAR_136815_2021Y11M17D_00H40M39S_img,136815
5700,CIRAR,1479879,950,488,1300,705,CIRAR/136815/CIRAR_136815_2021Y11M17D_09H26M52S_img,136815
5700,CIRAR,1479880,952,476,1300,701,CIRAR/136815/CIRAR_136815_2021Y11M17D_13H30M32S_img,136815
5700,CIRAR,1479881,953,516,1300,704,CIRAR/136815/CIRAR_136815_2021Y11M17D_17H46M46S_img,136815
5700,CIRAR,1479882,949,439,1308,701,CIRAR/136815/CIRAR_136815_2021Y11M18D_15H03M04S_img,136815
5700,CIRAR,1479883,945,512,1303,707,CIRAR/136815/CIRAR_136815_2021Y11M18D_18H47M05S_img,136815
5700,CIRAR,1479884,940,519,1298,714,CIRAR/136815/CIRAR_136815_2021Y11M19D_00H05M47S_img,136815
5700,CIRAR,1479885,945,438,1310,716,CIRAR/136815/CIRAR_136815_2021Y11M19D_09H12M15S_img,136815
5700,CIRAR,1479886,945,427,1306,719,CIRAR/136815/CIRAR_136815_2021Y11M19D_13H10M42S_img,136815
5700,CIRAR,1479887,942,461,1306,714,CIRAR/136815/CIRAR_136815_2021Y11M20D_00H45M36S_img,136815
5700,CIRAR,1479888,935,410,1312,758,CIRAR/136815/CIRAR_136815_2021Y11M20D_12H37M25S_img,136815
5700,CIRAR,1479889,941,409,1314,704,CIRAR/136815/CIRAR_136815_2021Y11M21D_01H27M31S_img,136815
5700,CIRAR,1479890,929,411,1312,768,CIRAR/136815/CIRAR_136815_2021Y11M21D_12H11M16S_img,136815
5700,CIRAR,1479891,931,404,1310,717,CIRAR/136815/CIRAR_136815_2021Y11M21D_16H11M14S_img,136815
5700,CIRAR,1479892,931,412,1310,719,CIRAR/136815/CIRAR_136815_2021Y11M22D_00H22M49S_img,136815
5700,CIRAR,1479893,927,407,1306,789,CIRAR/136815/CIRAR_136815_2021Y11M22D_14H16M00S_img,136815
5700,CIRAR,1479894,931,407,1309,713,CIRAR/136815/CIRAR_136815_2021Y11M22D_17H58M49S_img,136815
5700,CIRAR,1479895,932,411,1307,734,CIRAR/136815/CIRAR_136815_2021Y11M23D_01H04M53S_img,136815
5700,CIRAR,1479896,927,409,1301,814,CIRAR/136815/CIRAR_136815_2021Y11M23D_08H58M30S_img,136815
5700,CIRAR,1479897,924,405,1302,819,CIRAR/136815/CIRAR_136815_2021Y11M23D_12H48M48S_img,136815
5700,CIRAR,1479898,922,407,1308,783,CIRAR/136815/CIRAR_136815_2021Y11M23D_16H49M14S_img,136815
5700,CIRAR,1479899,919,407,1305,794,CIRAR/136815/CIRAR_136815_2021Y11M24D_01H39M29S_img,136815
5700,CIRAR,1479900,920,410,1299,892,CIRAR/136815/CIRAR_136815_2021Y11M24D_08H15M49S_img,136815
5700,CIRAR,1479901,920,407,1302,887,CIRAR/136815/CIRAR_136815_2021Y11M24D_12H15M42S_img,136815
5700,CIRAR,1479902,921,405,1304,863,CIRAR/136815/CIRAR_136815_2021Y11M24D_16H15M44S_img,136815
5700,CIRAR,1479903,920,405,1310,853,CIRAR/136815/CIRAR_136815_2021Y11M25D_00H42M27S_img,136815
5700,CIRAR,1479904,906,415,1343,860,CIRAR/136815/CIRAR_136815_2021Y11M25D_13H27M18S_img,136815
5700,CIRAR,1479905,910,409,1347,846,CIRAR/136815/CIRAR_136815_2021Y11M25D_17H26M08S_img,136815
5700,CIRAR,1479906,905,407,1343,845,CIRAR/136815/CIRAR_136815_2021Y11M26D_01H15M10S_img,136815
5700,CIRAR,1479907,909,413,1345,890,CIRAR/136815/CIRAR_136815_2021Y11M26D_08H52M44S_img,136815
5700,CIRAR,1479908,910,408,1346,885,CIRAR/136815/CIRAR_136815_2021Y11M26D_12H52M25S_img,136815
5700,CIRAR,1479909,912,415,1348,891,CIRAR/136815/CIRAR_136815_2021Y11M27D_00H20M18S_img,136815
5700,CIRAR,1479910,912,415,1348,928,CIRAR/136815/CIRAR_136815_2021Y11M27D_12H27M35S_img,136815
5700,CIRAR,1479911,909,410,1344,935,CIRAR/136815/CIRAR_136815_2021Y11M28D_00H53M34S_img,136815
5700,CIRAR,1479912,911,408,1347,934,CIRAR/136815/CIRAR_136815_2021Y11M28D_13H30M25S_img,136815
5700,CIRAR,1479913,911,408,1347,934,CIRAR/136815/CIRAR_136815_2021Y11M28D_17H30M19S_img,136815
5700,CIRAR,1479914,910,412,1352,951,CIRAR/136815/CIRAR_136815_2021Y11M29D_01H34M45S_img,136815
5700,CIRAR,1479915,903,402,1345,960,CIRAR/136815/CIRAR_136815_2021Y11M29D_13H04M16S_img,136815
5700,CIRAR,1479916,901,402,1338,979,CIRAR/136815/CIRAR_136815_2021Y11M29D_17H04M06S_img,136815
5700,CIRAR,1479917,905,408,1341,985,CIRAR/136815/CIRAR_136815_2021Y11M30D_00H32M11S_img,136815
5700,CIRAR,1479918,908,397,1344,974,CIRAR/136815/CIRAR_136815_2021Y12M01D_17H03M18S_img,136815
5700,CIRAR,1479919,906,405,1350,974,CIRAR/136815/CIRAR_136815_2021Y12M02D_01H04M44S_img,136815
5700,CIRAR,1479920,907,392,1352,961,CIRAR/136815/CIRAR_136815_2021Y12M02D_13H34M38S_img,136815
5700,CIRAR,1479921,898,390,1350,965,CIRAR/136815/CIRAR_136815_2021Y12M02D_17H35M05S_img,136815
5700,CIRAR,1479922,898,408,1365,965,CIRAR/136815/CIRAR_136815_2021Y12M03D_00H05M23S_img,136815
5700,CIRAR,1479923,896,395,1370,970,CIRAR/136815/CIRAR_136815_2021Y12M03D_09H10M05S_img,136815
5700,CIRAR,1479924,894,391,1382,966,CIRAR/136815/CIRAR_136815_2021Y12M03D_13H08M25S_img,136815
5700,CIRAR,1479925,887,395,1375,970,CIRAR/136815/CIRAR_136815_2021Y12M04D_00H44M29S_img,136815
5700,CIRAR,1479926,864,397,1390,980,CIRAR/136815/CIRAR_136815_2021Y12M04D_12H34M56S_img,136815
5700,CIRAR,1479927,845,397,1392,974,CIRAR/136815/CIRAR_136815_2021Y12M05D_01H26M13S_img,136815
5700,CIRAR,1479928,814,400,1390,981,CIRAR/136815/CIRAR_136815_2021Y12M05D_12H05M48S_img,136815
5700,CIRAR,1479929,812,396,1389,976,CIRAR/136815/CIRAR_136815_2021Y12M05D_16H05M47S_img,136815
5700,CIRAR,1479930,824,404,1401,984,CIRAR/136815/CIRAR_136815_2021Y12M06D_00H22M18S_img,136815
5700,CIRAR,1479931,800,397,1399,972,CIRAR/136815/CIRAR_136815_2021Y12M06D_13H13M20S_img,136815
5700,CIRAR,1479932,794,397,1393,972,CIRAR/136815/CIRAR_136815_2021Y12M06D_17H13M40S_img,136815
5700,CIRAR,1479933,786,396,1400,981,CIRAR/136815/CIRAR_136815_2021Y12M07D_01H03M43S_img,136815
5700,CIRAR,1479934,768,396,1406,986,CIRAR/136815/CIRAR_136815_2021Y12M07D_08H47M51S_img,136815
5700,CIRAR,1479935,765,394,1424,974,CIRAR/136815/CIRAR_136815_2021Y12M07D_12H47M13S_img,136815
5700,CIRAR,1479936,762,402,1421,982,CIRAR/136815/CIRAR_136815_2021Y12M07D_16H47M37S_img,136815
5700,CIRAR,1479937,762,396,1421,976,CIRAR/136815/CIRAR_136815_2021Y12M08D_01H37M32S_img,136815
5700,CIRAR,1479938,754,400,1457,980,CIRAR/136815/CIRAR_136815_2021Y12M08D_08H15M20S_img,136815
5700,CIRAR,1479939,759,397,1467,980,CIRAR/136815/CIRAR_136815_2021Y12M08D_12H15M11S_img,136815
5700,CIRAR,1479940,751,397,1459,980,CIRAR/136815/CIRAR_136815_2021Y12M08D_16H15M18S_img,136815
5700,CIRAR,1479941,751,397,1459,980,CIRAR/136815/CIRAR_136815_2021Y12M09D_00H41M29S_img,136815
5700,CIRAR,1479942,745,397,1472,980,CIRAR/136815/CIRAR_136815_2021Y12M09D_13H25M49S_img,136815
5700,CIRAR,1479943,743,398,1479,975,CIRAR/136815/CIRAR_136815_2021Y12M09D_17H25M21S_img,136815
5700,CIRAR,1479944,746,402,1482,978,CIRAR/136815/CIRAR_136815_2021Y12M10D_01H15M04S_img,136815
5700,CIRAR,1479945,743,403,1495,978,CIRAR/136815/CIRAR_136815_2021Y12M10D_08H52M34S_img,136815
5700,CIRAR,1479946,742,398,1494,973,CIRAR/136815/CIRAR_136815_2021Y12M10D_12H51M48S_img,136815
5700,CIRAR,1479947,740,399,1492,974,CIRAR/136815/CIRAR_136815_2021Y12M10D_17H05M31S_img,136815
5701,CIRAR,1479948,1161,621,1180,637,CIRAR/136817/CIRAR_136817_2021Y10M25D_00H05M47S_img,136817
5701,CIRAR,1479949,1160,610,1182,628,CIRAR/136817/CIRAR_136817_2021Y10M25D_15H00M49S_img,136817
5701,CIRAR,1479950,1160,616,1182,633,CIRAR/136817/CIRAR_136817_2021Y10M25D_18H42M14S_img,136817
5701,CIRAR,1479951,1160,624,1174,641,CIRAR/136817/CIRAR_136817_2021Y10M26D_09H22M56S_img,136817
5701,CIRAR,1479952,1154,624,1172,648,CIRAR/136817/CIRAR_136817_2021Y10M27D_08H05M24S_img,136817
5701,CIRAR,1479953,1158,618,1180,642,CIRAR/136817/CIRAR_136817_2021Y10M27D_12H25M49S_img,136817
5701,CIRAR,1479954,1149,613,1171,638,CIRAR/136817/CIRAR_136817_2021Y10M27D_16H09M01S_img,136817
5701,CIRAR,1479955,1157,618,1179,642,CIRAR/136817/CIRAR_136817_2021Y10M28D_00H22M14S_img,136817
5701,CIRAR,1479956,1141,600,1166,626,CIRAR/136817/CIRAR_136817_2021Y10M28D_15H31M28S_img,136817
5701,CIRAR,1479957,1134,607,1162,632,CIRAR/136817/CIRAR_136817_2021Y10M28D_17H23M16S_img,136817
5701,CIRAR,1479958,1143,604,1176,634,CIRAR/136817/CIRAR_136817_2021Y10M29D_01H21M00S_img,136817
5701,CIRAR,1479959,1140,605,1169,633,CIRAR/136817/CIRAR_136817_2021Y10M29D_08H57M33S_img,136817
5701,CIRAR,1479960,1140,611,1178,644,CIRAR/136817/CIRAR_136817_2021Y10M29D_12H56M53S_img,136817
5701,CIRAR,1479961,1128,613,1167,646,CIRAR/136817/CIRAR_136817_2021Y10M30D_00H14M52S_img,136817
5701,CIRAR,1479962,1136,599,1176,646,CIRAR/136817/CIRAR_136817_2021Y10M30D_12H22M33S_img,136817
5701,CIRAR,1479963,1136,599,1176,642,CIRAR/136817/CIRAR_136817_2021Y10M31D_00H57M57S_img,136817
5701,CIRAR,1479964,1136,586,1182,642,CIRAR/136817/CIRAR_136817_2021Y10M31D_13H35M30S_img,136817
5701,CIRAR,1479965,1139,599,1178,648,CIRAR/136817/CIRAR_136817_2021Y11M01D_01H34M11S_img,136817
5701,CIRAR,1479966,1132,596,1181,650,CIRAR/136817/CIRAR_136817_2021Y11M01D_13H01M28S_img,136817
5701,CIRAR,1479967,1140,598,1188,652,CIRAR/136817/CIRAR_136817_2021Y11M01D_17H01M19S_img,136817
5701,CIRAR,1479968,1140,606,1182,657,CIRAR/136817/CIRAR_136817_2021Y11M02D_00H34M38S_img,136817
5701,CIRAR,1479969,1133,607,1185,667,CIRAR/136817/CIRAR_136817_2021Y11M02D_08H34M58S_img,136817
5701,CIRAR,1479970,1133,589,1189,657,CIRAR/136817/CIRAR_136817_2021Y11M02D_15H53M56S_img,136817
5701,CIRAR,1479971,1139,606,1185,660,CIRAR/136817/CIRAR_136817_2021Y11M03D_01H41M05S_img,136817
5701,CIRAR,1479972,1127,634,1185,705,CIRAR/136817/CIRAR_136817_2021Y11M03D_12H22M57S_img,136817
5701,CIRAR,1479973,1122,636,1185,708,CIRAR/136817/CIRAR_136817_2021Y11M03D_16H15M46S_img,136817
5701,CIRAR,1479974,1134,636,1206,786,CIRAR/136817/CIRAR_136817_2021Y11M04D_00H43M35S_img,136817
5701,CIRAR,1479975,1124,615,1206,724,CIRAR/136817/CIRAR_136817_2021Y11M04D_13H28M25S_img,136817
5701,CIRAR,1479976,1122,615,1204,724,CIRAR/136817/CIRAR_136817_2021Y11M04D_17H51M20S_img,136817
5701,CIRAR,1479977,1122,615,1204,724,CIRAR/136817/CIRAR_136817_2021Y11M05D_01H17M55S_img,136817
5701,CIRAR,1479978,1116,619,1198,729,CIRAR/136817/CIRAR_136817_2021Y11M05D_08H54M55S_img,136817
5701,CIRAR,1479979,1116,619,1198,729,CIRAR/136817/CIRAR_136817_2021Y11M05D_12H53M53S_img,136817
5701,CIRAR,1479980,1130,635,1206,793,CIRAR/136817/CIRAR_136817_2021Y11M06D_00H20M34S_img,136817
5701,CIRAR,1479981,1132,625,1230,751,CIRAR/136817/CIRAR_136817_2021Y11M06D_12H27M59S_img,136817
5701,CIRAR,1479982,1119,636,1208,777,CIRAR/136817/CIRAR_136817_2021Y11M07D_00H55M25S_img,136817
5701,CIRAR,1479983,1116,627,1208,777,CIRAR/136817/CIRAR_136817_2021Y11M07D_13H32M51S_img,136817
5701,CIRAR,1479984,1116,627,1208,777,CIRAR/136817/CIRAR_136817_2021Y11M07D_17H32M22S_img,136817
5701,CIRAR,1479985,1106,714,1200,777,CIRAR/136817/CIRAR_136817_2021Y11M08D_01H37M22S_img,136817
5701,CIRAR,1479986,1114,695,1203,768,CIRAR/136817/CIRAR_136817_2021Y11M08D_14H32M15S_img,136817
5701,CIRAR,1479987,1107,704,1203,772,CIRAR/136817/CIRAR_136817_2021Y11M08D_18H40M53S_img,136817
5701,CIRAR,1479988,1107,646,1203,772,CIRAR/136817/CIRAR_136817_2021Y11M09D_00H48M28S_img,136817
5701,CIRAR,1479989,1109,628,1205,785,CIRAR/136817/CIRAR_136817_2021Y11M09D_08H40M21S_img,136817
5701,CIRAR,1479990,1109,628,1205,785,CIRAR/136817/CIRAR_136817_2021Y11M09D_17H15M36S_img,136817
5701,CIRAR,1479991,1109,632,1205,794,CIRAR/136817/CIRAR_136817_2021Y11M10D_00H19M47S_img,136817
5701,CIRAR,1479992,1109,637,1205,802,CIRAR/136817/CIRAR_136817_2021Y11M10D_08H26M58S_img,136817
5701,CIRAR,1479993,1112,634,1205,793,CIRAR/136817/CIRAR_136817_2021Y11M10D_12H26M39S_img,136817
5701,CIRAR,1479994,1111,634,1204,782,CIRAR/136817/CIRAR_136817_2021Y11M10D_16H26M50S_img,136817
5701,CIRAR,1479995,1115,695,1209,815,CIRAR/136817/CIRAR_136817_2021Y11M11D_00H53M59S_img,136817
5701,CIRAR,1479996,1107,695,1200,768,CIRAR/136817/CIRAR_136817_2021Y11M11D_17H46M41S_img,136817
5701,CIRAR,1479997,1111,705,1205,777,CIRAR/136817/CIRAR_136817_2021Y11M12D_00H12M15S_img,136817
5701,CIRAR,1479998,1103,685,1207,807,CIRAR/136817/CIRAR_136817_2021Y11M12D_09H14M24S_img,136817
5701,CIRAR,1479999,1106,681,1210,803,CIRAR/136817/CIRAR_136817_2021Y11M12D_13H13M45S_img,136817
5701,CIRAR,1480000,1118,698,1212,777,CIRAR/136817/CIRAR_136817_2021Y11M13D_00H47M33S_img,136817
5701,CIRAR,1480001,1101,692,1216,807,CIRAR/136817/CIRAR_136817_2021Y11M13D_12H39M40S_img,136817
5701,CIRAR,1480002,1120,692,1216,783,CIRAR/136817/CIRAR_136817_2021Y11M14D_01H31M02S_img,136817
5701,CIRAR,1480003,1091,677,1216,840,CIRAR/136817/CIRAR_136817_2021Y11M14D_12H12M54S_img,136817
5701,CIRAR,1480004,1109,677,1216,814,CIRAR/136817/CIRAR_136817_2021Y11M14D_16H12M51S_img,136817
5701,CIRAR,1480005,1103,710,1208,871,CIRAR/136817/CIRAR_136817_2021Y11M15D_00H24M32S_img,136817
5701,CIRAR,1480006,1106,604,1244,814,CIRAR/136817/CIRAR_136817_2021Y11M15D_13H19M23S_img,136817
5701,CIRAR,1480007,1121,640,1236,830,CIRAR/136817/CIRAR_136817_2021Y11M15D_17H18M54S_img,136817
5701,CIRAR,1480008,1098,674,1231,850,CIRAR/136817/CIRAR_136817_2021Y11M16D_01H06M52S_img,136817
5701,CIRAR,1480009,1088,674,1231,879,CIRAR/136817/CIRAR_136817_2021Y11M16D_08H51M35S_img,136817
5701,CIRAR,1480010,1088,656,1231,861,CIRAR/136817/CIRAR_136817_2021Y11M16D_12H57M20S_img,136817
5701,CIRAR,1480011,1093,679,1231,850,CIRAR/136817/CIRAR_136817_2021Y11M16D_16H51M04S_img,136817
5701,CIRAR,1480012,1106,679,1231,832,CIRAR/136817/CIRAR_136817_2021Y11M17D_01H41M07S_img,136817
5701,CIRAR,1480013,1070,671,1234,874,CIRAR/136817/CIRAR_136817_2021Y11M17D_08H17M30S_img,136817
5701,CIRAR,1480014,1070,658,1234,861,CIRAR/136817/CIRAR_136817_2021Y11M17D_12H17M17S_img,136817
5701,CIRAR,1480015,1070,663,1234,866,CIRAR/136817/CIRAR_136817_2021Y11M17D_16H17M12S_img,136817
5701,CIRAR,1480016,1044,661,1208,850,CIRAR/136817/CIRAR_136817_2021Y11M18D_13H52M34S_img,136817
5701,CIRAR,1480017,1049,661,1213,850,CIRAR/136817/CIRAR_136817_2021Y11M18D_17H38M26S_img,136817
5701,CIRAR,1480018,1093,684,1241,858,CIRAR/136817/CIRAR_136817_2021Y11M19D_01H10M49S_img,136817
5701,CIRAR,1480019,1067,648,1236,871,CIRAR/136817/CIRAR_136817_2021Y11M19D_09H42M36S_img,136817
5701,CIRAR,1480020,1064,643,1236,871,CIRAR/136817/CIRAR_136817_2021Y11M19D_13H40M17S_img,136817
5701,CIRAR,1480021,1085,682,1236,871,CIRAR/136817/CIRAR_136817_2021Y11M20D_00H02M32S_img,136817
5701,CIRAR,1480022,1054,643,1246,871,CIRAR/136817/CIRAR_136817_2021Y11M20D_13H07M04S_img,136817
5701,CIRAR,1480023,1064,666,1246,876,CIRAR/136817/CIRAR_136817_2021Y11M21D_00H49M03S_img,136817
5701,CIRAR,1480024,1090,604,1280,840,CIRAR/136817/CIRAR_136817_2021Y11M21D_12H40M59S_img,136817
